,disk_ID,vm_name,vm_cpu,vm_memory,vm_type,disk_if_VIP,ins_type,project_name,buss_name,disk_name,disk_capacity,disk_type,volume_type,avg_bandwidth,bandwidth_mul,bandwidth_zero_ratio,burst_label,peak_bandwidth,timestamp_num,cluster_index,business_type,description,recent_history_bandwidth_memory,recent_history_bandwidth_cpu,recent_history_bandwidth_app,recent_history_bandwidth_cpu_memory,pre_burst_label,belong_to_cluster,pre_bandwidth
22986,04020745-43f0-4656-8717-f2e41f083b11,天龙微信-后台服4,32.0,128.0,S6,1,CVM,cvm,天龙微信-后台服,天龙微信-后台服4_数据盘_1(FROM snap-dcuszuvm),1000,1,cbsPremium,44566.00793650794,4.793900326553247,0.0,0,213645.0,2016.0,652,game-service,天龙微信-后台服4_数据盘_1(FROM snap-dcuszuvm)_cvm,305909.3973214286,305909.3973214286,305909.3973214286,305909.3973214286,0,0.0,13503.298946270883
16102,96595c3e-65b6-4675-b664-bd6d5af367dd,cfs-4b5fc1e81-oss3,16.0,64.0,S5,0,CVM,默认项目,cfs-4b5fc1e81-oss,cfs-4b5fc1e81-oss3_系统盘,100,0,cbsPremium,7508.812003968253,63.277519765962815,0.0004960317460317,1,475139.0,2016.0,606,generic-unknown,默认项目_cfs-4b5fc1e81-oss3_系统盘,49237.02926587302,49237.02926587302,49237.02926587302,49237.02926587302,0,0.0,13503.298946270883
6077,27e22cb5-fead-42e4-a88c-3cea1a20a006,tc-bj-yy-test-wefly-0002,4.0,8.0,SA3,1,CVM,默认项目,tc-bj-yy-test-wefly,hw-bj-yy-test-wefly2_系统盘,50,0,cbsPremium,6723.530257936508,4.204487659831835,0.0004960317460317,0,28269.0,2016.0,571,dev-test-env,默认项目_tc-bj-yy-test-wefly-0002_hw-bj-yy-test-wefly2_系统盘,,,2078.083333333333,,0,0.0,13503.298946270883
17498,814bb5b1-d645-4c28-a8ca-1d47acccfd3f,txy-bj-bjops-x9zlga7v,8.0,16.0,SA3,1,CVM,国内酒店_公共,txy-bj-bjops-x9zlga7v,bjops_1,500,1,cbsssd,11646.728174603177,1.755085178734882,0.0,0,20441.0,2016.0,564,travel-hospitality,bjops_1_txy-bj-bjops-x9zlga7v_国内酒店_公共,,,,,0,0.0,13503.298946270883
20346,43b9f88a-d360-46b5-be54-5646817df508,qc-infra-bj1-k8s-node-32c-64g-vm.qx1idnwx.0,32.0,64.0,S6,1,CVM,asg-m54a4xh9,qc-infra-bj1-k8s-node-32c-64g-vm.qx1idnwx.,qc-infra-bj1-k8s-node-32c-64g-vm.qx1idnwx.{R:0}_DATA_DISK_1,500,1,cbsPremium,3366.191964285714,18.568756821705325,0.0014880952380952,0,62506.0,2016.0,563,infra-node,qc-infra-bj1-k8s-node-32c-64g-vm.qx1idnwx.{R:0}_DATA_DISK_1_asg-m54a4xh9_qc-infra-bj1-k8s-node-32c-64g-vm.qx1idnwx.0,5066.986607142857,5066.986607142857,77585.00644841269,5066.986607142857,0,0.0,13503.298946270883
22026,efcff870-d224-459e-b4a9-d41cfbef8a2c,emr-Core.38_emr-gmz8tdmv,32.0,128.0,IT5,1,CVM,大数据,emr-Core-emr-gmz8tdmv,emr-core35_系统盘,50,0,cbsPremium,22606.21676587301,23.017694884069435,0.0014880952380952,0,520343.0,2016.0,478,compute-simulation,emr-core35_系统盘_emr-Core.38_emr-gmz8tdmv_emr-Core-emr-gmz8tdmv_大数据,23020.415178571428,23020.415178571428,23020.415178571428,23020.415178571428,0,0.0,13503.298946270883
11057,6f9859be-6a49-4db6-995e-ce72a0a5374d,gmrd-ecc-t02.rongdan.prod,2.0,4.0,SA2,1,CVM,vpc_prod,gmrd-ecc-t02.rongdan.prod,gmrd-ecc-t02.rongdan.prod_系统盘,50,0,cbsPremium,6791.612103174603,4.162487428689538,0.0004960317460317,0,28270.0,2016.0,563,game-service,vpc_prod_gmrd-ecc-t02.rongdan.prod_系统盘,,,15356.617063492064,,0,0.0,13503.298946270883
5245,83ded25f-ad94-49b8-ad88-deed4104c0c5,s-qcbj7-pe-zookeeper-backup-2,4.0,8.0,S6,1,CVM,默认项目,s-qcbj7-pe-zookeeper-backup,s-qcbj7-pe-zookeeper-backup-2_系统盘,50,0,cbsssd,2798.7554563492063,8.057509972456224,0.0,0,22551.0,2016.0,704,infra-coordination,s-qcbj7-pe-zookeeper-backup-2_系统盘_默认项目,3058.0729166666665,3058.0729166666665,3058.0729166666665,3058.0729166666665,0,0.0,13503.298946270883
23617,9efead0c-625a-460b-9c64-ddfa7e598507,k8s-product-worker17,8.0,16.0,SA2,1,CVM,RPA,k8s-product-worker,txy-dep-node1_系统盘,50,0,cbsssd,21812.76438492064,11.664133693017272,0.0004960317460317,0,254427.0,2016.0,564,infra-node,RPA_k8s-product-worker17_txy-dep-node1_系统盘,,26501.842261904763,26501.842261904763,,0,0.0,13503.298946270883
13083,22d0dea9-6a7f-4985-92fa-a833d9b81f41,taikangzaixian--jfikvo,2.0,4.0,SA2,1,CVM,客户Windows跳板机,taikangzaixian--jfikvo,taikangzaixian--jfikvo_系统盘,60,0,cbsPremium,2673.09871031746,33.097543184064776,0.0019841269841269,1,88473.0,2016.0,529,infra-jumpbox,客户Windows跳板机_taikangzaixian--jfikvo_系统盘,2311.5079365079364,2311.5079365079364,40705.52728174603,2311.5079365079364,1,0.0,211056.5982142857
20457,3d262e3a-0db3-47d1-b2f4-6cf4387e9c37,ckafka-7kdk8mzd,4.0,8.0,SA2,0,CVM,默认项目,ckafka-7kdk8mzd-cbs,Ckafka_ins-osmq0e3v_254973834_0,370,1,cbsPremium,20896.694444444445,8.359216835198549,0.0014880952380952,0,174680.0,2016.0,561,infra-message-queue,默认项目_ckafka-7kdk8mzd-cbs_Ckafka_ins-osmq0e3v_254973834_0,736.6230158730159,55820.749503968254,736.6230158730159,55820.749503968254,0,0.0,13503.298946270883
15090,d79faf81-360c-4785-8076-b183348df22b,未命名,16.0,64.0,IT5,0,CVM,录制_调度服务(b3id:13644),视频事业部(b1id:10),未命名_系统盘,50,0,cbsPremium,8089.638888888889,8.01234775621766,0.0,0,64817.0,2016.0,656,media-video-streaming,视频事业部(b1id:10)_录制_调度服务(b3id:13644)_未命名_系统盘,9490.75248015873,9490.75248015873,9490.75248015873,9490.75248015873,0,0.0,13503.298946270883
21373,2ccf5f67-0db6-4a66-a786-02ddc6e37c96,emr-Router.2_emr-56l6znts_datap-21-11,8.0,32.0,SA3,1,CVM,大数据平台,emr-Routeremr-56l6znts_datap,emr-router2_系统盘,50,0,cbsPremium,11897.160714285714,35.443078405561955,0.0009920634920634,1,421672.0,2016.0,476,infra-node,emr-Routeremr-56l6znts_datap_emr-Router.2_emr-56l6znts_datap-21-11_大数据平台_emr-router2_系统盘,165950.94990079364,165950.94990079364,165950.94990079364,165950.94990079364,0,0.0,13503.298946270883
23524,1068be43-88eb-4235-9edb-d902465fa22a,emr-Core.1_emr-joa96hu7,4.0,8.0,SA2,0,CVM,EDR,emr-Core-emr-joa96hu,emr-core_DATA_DISK_1,200,1,cbsssd,5303.846726190476,19.42288405343718,0.0004960317460317,0,103016.0,2016.0,588,compute-simulation,EDR_emr-Core-emr-joa96hu_emr-Core.1_emr-joa96hu7_emr-core_DATA_DISK_1,,,,,0,0.0,13503.298946270883
3821,974a459d-abd3-4a9f-a5b3-a6c0c0a85d9a,ckafka-9nd7wb34,8.0,16.0,S5se,0,CVM,默认项目,ckafka-9nd7wb34-cbs,Ckafka_ins-npyvdj7t_45525705_2,340,1,cbsPremium,509.936507936508,1.1334744443752722,0.0014880952380952,0,578.0,2016.0,401,infra-message-queue,Ckafka_ins-npyvdj7t_45525705_2_默认项目_ckafka-9nd7wb34-cbs,,,,,0,0.0,13503.298946270883
11742,8a55bae7-31b4-445c-9245-c30746e640d8,orch-appex-19-es5-bj-tc,8.0,32.0,SA2,1,CVM,微软orch,orch-appexes5-bj-tc,orch-sun-4-840-beijing-tc-elasticsearch1_系统盘,100,0,cbsssd,8686.359623015873,38.65048358237729,0.0014880952380952,1,335732.0,2016.0,704,infra-database,orch-appexes5-bj-tc_微软orch_orch-appex-19-es5-bj-tc_orch-sun-4-840-beijing-tc-elasticsearch1_系统盘,24345.81051587301,,24345.81051587301,,0,0.0,13503.298946270883
22484,34647ad3-8c0c-464e-8360-f57b875c1290,as-tke-np-p55qsrjp1,32.0,64.0,SA3,1,CVM,asg-9hzmpxy5,as-tke-np-p55qsrjp,as-tke-np-p55qsrjp1_系统盘,300,0,cbsBSSD,1095440.325396825,3.117493414132714,0.0,0,3415028.0,2016.0,458,generic-autoscaling,asg-9hzmpxy5_as-tke-np-p55qsrjp1_系统盘,,,,,0,0.0,13503.298946270883
1483,f4b285a4-46db-4b50-a2c5-67ccb092aa6e,p-qcbj7-pe-k8s-app01-node-paas-2,48.0,192.0,S6,1,CVM,默认项目,p-qcbj7-pe-k8s-app01-node-paas,p-qcbj7-pe-k8s-app01-node-paas-2_数据盘_1,1000,1,cbsssd,31.380456349206348,7.871141109337212,0.0004960317460317,0,247.0,2016.0,517,infra-node,默认项目_p-qcbj7-pe-k8s-app01-node-paas-2_数据盘_1,3585.089285714286,3585.089285714286,6372.587797619048,3585.089285714286,0,0.0,13503.298946270883
8700,b802f27e-0392-4e4a-aadf-56603ceebfe1,tld010082001209_新C云平台_周全,32.0,128.0,IT5,1,CVM,1286-新C云平台,tld010082001209_新C云平台_周全,[数据盘]tld010082001209_新C云平台_周全_1_4,500,1,cbsssd,498.8973214285714,42.75829731640314,0.0,1,21332.0,2016.0,735,infra-node,[数据盘]tld010082001209_新C云平台_周全_1_4_1286-新C云平台,4208.795634920635,4208.795634920635,4208.795634920635,4208.795634920635,0,0.0,13503.298946270883
17377,d63c1496-667e-472a-ba47-5c5db97acfa7,prod-xmh-bj7-designcloud-produce-nodejs-01,4.0,8.0,SA2,1,CVM,默认项目,prod-xmh-bj7-designcloud-produce-nodejs,desg8_系统盘,80,0,cbsPremium,7635.590773809524,11.499699578084073,0.0019841269841269,0,87807.0,2016.0,576,iot-saas-platform,desg8_系统盘_prod-xmh-bj7-designcloud-produce-nodejs-01_默认项目,42945.26190476191,42945.26190476191,42945.26190476191,42945.26190476191,0,0.0,13503.298946270883
1087,b8c4753d-80fa-4b39-a267-f5f270932197,prod_iot_emr_emr-Common.2_emr-ru1dxekm,2.0,4.0,S5,1,CVM,IOT_PROD_EMR,prod_iot_emr_emr-Common-emr-ru1dxekm,emr-common_DATA_DISK_1,100,1,cbsPremium,1169.625,4.210751309180293,0.0004960317460317,0,4925.0,2016.0,408,iot-saas-platform,emr-common_DATA_DISK_1_prod_iot_emr_emr-Common.2_emr-ru1dxekm_IOT_PROD_EMR_prod_iot_emr_emr-Common-emr-ru1dxekm,1267.7296626984128,1267.7296626984128,1693.8834325396826,1267.7296626984128,0,0.0,13503.298946270883
8161,d811851e-db45-4460-a9ce-cfcbbf6b34e9,emr-Common.2_emr-6kox2dlt,4.0,8.0,S5,1,CVM,大数据,emr-Common-emr-6kox2dlt,emr-common_DATA_DISK_1,300,1,cbsPremium,2939.9117063492063,15.699791221729138,0.1175595238095238,0,46156.0,2016.0,753,compute-simulation,emr-Common-emr-6kox2dlt_emr-Common.2_emr-6kox2dlt_大数据_emr-common_DATA_DISK_1,,,,,0,0.0,13503.298946270883
3964,209ba3e1-61e6-4983-8303-a8e9535c92db,ckafka-4k7k5jqz,2.0,8.0,SA2,0,CVM,默认项目,ckafka-4k7k5jqz-cbs,Ckafka_ins-7hezethp_308873324_1,60,1,cbsPremium,1185.2281746031747,1.2157996501242978,0.0009920634920634,0,1441.0,2016.0,405,infra-message-queue,ckafka-4k7k5jqz-cbs_Ckafka_ins-7hezethp_308873324_1_默认项目,1050.1909722222222,1050.1909722222222,1050.1909722222222,1050.1909722222222,0,0.0,13503.298946270883
20365,c2d4ecf5-2a40-4610-a59a-7f5047904b7f,新C生产TD（专汽租户）,64.0,256.0,D3,1,CVM,1286-新C云平台,新C生产TD（专汽租户）,[系统盘]tld010082001182_新C云平台_周全_系统盘,500,0,cbsPremium,7898.141369047619,22.469590212133618,0.1056547619047619,0,177468.0,2016.0,753,logistics-mobility,[系统盘]tld010082001182_新C云平台_周全_系统盘_新C生产TD（专汽租户）_1286-新C云平台,,,,,1,2.0,911783.4048096192
16445,54b606f4-683f-4c8a-9ca8-709f3fb37e63,lh-1255541626-lhins-bya0dtny,4.0,4.0,SA2,0,CVM,默认项目,lh-cbs,lh-1255541626-20221028532022320448501,1000,1,cbsPremium,19227.35863095238,7.119230604022897,0.0,0,136884.0,2016.0,653,generic-unknown,lh-1255541626-lhins-bya0dtny_默认项目_lh-1255541626-20221028532022320448501_lh-cbs,36767.06994047619,36767.06994047619,0.0079365079365079,36767.06994047619,0,0.0,13503.298946270883
1940,863905e0-5e52-48c2-8214-84f6ff17f32b,tke_cls-79qggro7_worker6,8.0,16.0,S5se,1,CVM,ark-andromeda(仙女座),tke_cls-79qggro7_worker,tke_cls-79qggro7_worker_数据盘_1,200,1,cbsPremium,4654.730158730159,1.358617961588826,0.0,0,6324.0,2016.0,606,infra-node,tke_cls-79qggro7_worker6_tke_cls-79qggro7_worker_数据盘_1_ark-andromeda(仙女座),,,,,0,0.0,13503.298946270883
4085,5364a982-d2e4-4ac4-b020-3238c1299a92,retail_uat_middleware5,2.0,8.0,SA2,1,CVM,默认项目,retail_uat_middleware,retai_uat_middleware_3,100,1,cbsPremium,382.4290674603175,1.4094116945122876,0.0019841269841269,0,539.0,2016.0,408,dev-test-env,默认项目_retai_uat_middleware_3_retail_uat_middleware5,,,7170.959325396825,,0,0.0,13503.298946270883
6179,85e76692-1111-4364-8f41-d2a3c5f2e10a,node-105.k8s.node.prod-2,16.0,32.0,C5,1,CVM,asg-clap9z2r,nodek8s.node.prod,as-tke-np-cyqk6zen7_数据盘_1,200,1,cbsBSSD,1759.4315476190477,3.847265333601728,0.0,0,6769.0,2016.0,736,infra-node,node-105.k8s.node.prod-2_as-tke-np-cyqk6zen7_数据盘_1_nodek8s.node.prod_asg-clap9z2r,,,,,0,0.0,13503.298946270883
11316,4399b8d1-63b1-4f7b-aa59-2079ad2b6253,emr-Core.61_emr-6kox2dlt,32.0,128.0,IT5,1,CVM,默认项目,emr-Core-emr-6kox2dlt,emr-core10_系统盘,50,0,cbsPremium,8478.954861111111,9.640221152125422,0.0004960317460317,0,81739.0,2016.0,610,compute-simulation,默认项目_emr-core10_系统盘_emr-Core-emr-6kox2dlt_emr-Core.61_emr-6kox2dlt,9593.999007936509,9593.999007936509,9593.999007936509,9593.999007936509,0,0.0,13503.298946270883
19820,906f226b-bc07-4fb6-a089-0564baa29724,emr-Task.8090_emr-gmz8tdmv,32.0,128.0,SA2,1,CVM,默认项目,emr-Task-emr-gmz8tdmv,emr-task6_系统盘,50,0,cbsssd,11206.68601190476,41.59757840139277,0.0,1,466171.0,2016.0,736,infra-node,emr-Task-emr-gmz8tdmv_默认项目_emr-task6_系统盘_emr-Task.8090_emr-gmz8tdmv,8269.35615079365,8269.35615079365,8269.35615079365,8269.35615079365,0,0.0,13503.298946270883
6896,8d15d4f3-7a08-4e4c-bf82-b40c7863afbb,orch-cec-36-redis_orch2-bj-tc,4.0,8.0,C6,1,CVM,中国电子orch,orch-cecredis_orch2-bj-tc,orch-cec-36-redis_orch2-bj-tc_系统盘,100,0,cbsssd,5658.599206349207,4.578695018888936,0.0004960317460317,0,25909.0,2016.0,589,infra-cache,中国电子orch_orch-cecredis_orch2-bj-tc_orch-cec-36-redis_orch2-bj-tc_系统盘,6193.011904761905,16617.993055555555,17162.123015873014,6193.011904761905,0,0.0,13503.298946270883
3302,340c6050-bf04-4bcf-a50a-80caf6f98dc5,开发者测试-photon-master012,2.0,2.0,S5,0,CVM,开发者测试,开发者测试-photon-master,开发者测试-photon-master012_数据盘_1,100,1,cbsPremium,326.41319444444446,1.335730317955046,0.0009920634920634,0,436.0,2016.0,563,dev-test-env,开发者测试-photon-master012_数据盘_1,,,,,0,0.0,13503.298946270883
20490,f7ad76ff-61f4-4a87-b24b-bb14232bcd3e,fly-qgate-ctripdrlcc1,4.0,8.0,C4,1,CVM,机票,fly-qgate-ctripdrlcc,fly-qgate-ctripdrlcc1_系统盘,50,0,cbsPremium,13316.575892857143,15.606414266859275,0.0009920634920634,0,207824.0,2016.0,407,travel-hospitality,机票_fly-qgate-ctripdrlcc1_系统盘,,,,,0,0.0,13503.298946270883
11388,04142da0-0dca-472c-bd23-c70bbd02bd3b,tera-20154-GameServer,8.0,64.0,M6,1,CVM,张伟,teraGameServer,tera-20154-GameServer_系统盘,50,0,cbsPremium,6090.630952380952,4.508071530629597,0.0009920634920634,0,27457.0,2016.0,401,game-service,teraGameServer_tera-20154-GameServer_系统盘_张伟,,,6723.793154761905,,0,0.0,13503.298946270883
8477,0a704d21-359a-45b4-8415-f0ba8db2d079,as-tke-np-qbcovslz3,4.0,16.0,S5,0,CVM,asg-mn3ukmer,as-tke-np-qbcovslz,as-tke-np-qbcovslz_DATA_DISK_1,100,1,cbsPremium,4522.553075396825,14.693470456213332,0.0009920634920634,0,66452.0,2016.0,571,infra-node,as-tke-np-qbcovslz_DATA_DISK_1_asg-mn3ukmer_as-tke-np-qbcovslz3,5360.688492063492,5360.688492063492,5360.688492063492,5360.688492063492,0,0.0,13503.298946270883
18510,4d95147f-c35b-4567-903a-af3c9dbb0e06,as-tke-np-i7w2isfv1,32.0,128.0,SA3,1,CVM,asg-pbk6cggv,as-tke-np-i7w2isfv,as-tke-np-i7w2isfv1_数据盘_1,500,1,cbsBSSD,564003.4449404762,1.6982679956876634,0.0,0,957829.0,2016.0,566,infra-node,as-tke-np-i7w2isfv1_数据盘_1_asg-pbk6cggv,,,,,0,0.0,13503.298946270883
19722,0d335c4b-498d-4fab-b12c-5bbc63791be9,tc-bj-ewp-gateway05,2.0,4.0,S5,1,CVM,tc-bj-ewp-gateway,tc-bj-ewp-gateway,tc-bj-ewp-gateway05_系统盘,200,0,cbsPremium,12621.048115079366,64.51682875902574,0.0,1,814270.0,2016.0,605,infra-node,tc-bj-ewp-gateway05_系统盘,,,20173.37450396825,,0,0.0,13503.298946270883
17509,8dffba42-b37d-4a56-9940-0ead4c040e94,tla010082102096_新C云平台_周全,32.0,128.0,D3,1,CVM,1286-新C云平台,tla010082102096_新C云平台_周全,tla${ipAddressO}_新C云平台_周全_系统盘,200,0,cbsPremium,10951.292162698412,9.169420239013796,0.0004960317460317,0,100417.0,2016.0,605,infra-node,tla${ipAddressO}_新C云平台_周全_系统盘_tla010082102096_新C云平台_周全_1286-新C云平台,,,,,0,0.0,13503.298946270883
15180,5dd36b10-7545-4dab-804f-bd9c4265d257,p-qcbj7-pe-k8s-app01-node-12,48.0,192.0,S6,1,CVM,默认项目,p-qcbj7-pe-k8s-app01-node,p-qcbj7-pe-k8s-app01-node-12_系统盘,50,0,cbsssd,3055.434027777778,7.725252708914559,0.0014880952380952,0,23604.0,2016.0,521,infra-node,p-qcbj7-pe-k8s-app01-node-12_系统盘_默认项目,,,27.183035714285715,,0,0.0,13503.298946270883
8057,2078e7bc-d479-45fa-a2c4-623e215d3253,fund-app-v08.fund.prod,4.0,8.0,SA2,1,CVM,vpc_prod,fund-app-v08.fund.prod,fund-app-v08.fund.prod_数据盘_1,50,1,cbsPremium,1140.389880952381,19.60294489927473,0.0014880952380952,0,22355.0,2016.0,547,finance-payment,fund-app-v08.fund.prod_数据盘_1_vpc_prod,6752.826884920635,7777.521825396825,9111.957837301588,6752.826884920635,0,0.0,13503.298946270883
9620,ae66d194-0e06-4035-8207-c381d6727d1d,emr-Router_emr-2tqqd8fg,16.0,32.0,SA3,0,CVM,默认项目,emr-Router_emr-2tqqd8fg,emr-router2_系统盘,50,0,cbsPremium,6695.888392857143,4.148814671050131,0.0009920634920634,0,27780.0,2016.0,486,infra-node,emr-router2_系统盘_默认项目_emr-Router_emr-2tqqd8fg,,,,,0,0.0,13503.298946270883
9625,2502a11a-1bc6-4e06-a1a0-af0d784cd646,vm-cdwdoris-h2l3ci3s,4.0,16.0,S5,0,CVM,cdwdoris,vm-cdwdoris-h2l3ci3s,vm-cdwdoris-h2l3ci3s_数据盘_1,30,1,cbsHSSD,310.3794642857143,48.5534699748292,0.0019841269841269,1,15070.0,2016.0,456,infra-database,vm-cdwdoris-h2l3ci3s_数据盘_1,297.7996031746032,297.7996031746032,297.7996031746032,297.7996031746032,0,0.0,13503.298946270883
9060,e956aa06-179e-4a28-8e88-efbbfb4b56b0,as-tke-np-l3eyytkh5,4.0,16.0,S5,0,CVM,asg-6r5dspqp,as-tke-np-l3eyytkh,as-tke-np-l3eyytkh5_系统盘,50,0,cbsPremium,14077.706845238095,14.418541473511343,0.0009920634920634,0,202980.0,2016.0,529,generic-autoscaling,asg-6r5dspqp_as-tke-np-l3eyytkh5_系统盘,8.303571428571429,8.303571428571429,8.303571428571429,8.303571428571429,0,0.0,13503.298946270883
23062,7cb2037a-48b3-4d5e-b42c-c46cece5fc9f,vm-bj-datacollector-az7-datacollector-109-149-15,16.0,32.0,S5,1,CVM,默认项目,vm-bj-datacollector-az7-datacollector,vm-bj-datacollector-az7-datacollector-109-149-15_系统盘,50,0,cbsPremium,9268.526785714286,11.247634323146208,0.0009920634920634,0,104249.0,2016.0,476,data-collection-delivery,vm-bj-datacollector-az7-datacollector-109-149-15_系统盘_默认项目,441623.8541666667,441623.8541666667,441623.8541666667,441623.8541666667,0,0.0,13503.298946270883
3710,b23b7c3b-9e51-4b50-9ee2-89fa4f865843,ckafka-e5v54aje,2.0,8.0,SA2,0,CVM,默认项目,ckafka-e5v54aje-cbs,Ckafka_ins-q02w6z6v_726026523_0,90,1,cbsPremium,606.592757936508,2.789350808861951,0.0014880952380952,0,1692.0,2016.0,560,infra-message-queue,Ckafka_ins-q02w6z6v_726026523_0_ckafka-e5v54aje-cbs_默认项目,875.655257936508,875.655257936508,875.655257936508,875.655257936508,0,0.0,13503.298946270883
8147,57078624-fcb2-423f-854a-9645846ebce8,未命名10,16.0,64.0,SA3,0,CVM,CBS产品中心_1198,[现网运营][zeus_日志服务],未命名_数据盘_1,500,1,cbsPremium,2084.8844246031745,4.14555353668828,0.0004960317460317,0,8643.0,2016.0,662,infra-logging-monitoring,CBS产品中心_1198_未命名_数据盘_1_[现网运营][zeus_日志服务]_未命名10,10189.41765873016,,10189.41765873016,,0,0.0,13503.298946270883
4442,fce5116a-4043-44a2-ab47-dc0029a7ea7f,Risk-ronghe-model-v04.bigdata.prod,16.0,32.0,SA2,1,CVM,vpc_prod,Risk-ronghe-model-v04.bigdata.prod,Risk-ronghe-model-v04.bigdata.prod_系统盘,50,0,cbsPremium,8635.836805555555,5.91963479058719,0.0,0,51121.0,2016.0,606,ai-machine-learning,vpc_prod_Risk-ronghe-model-v04.bigdata.prod_系统盘,6720.667658730159,6720.667658730159,374.88640873015873,6720.667658730159,0,0.0,13503.298946270883
11020,37d8aaff-277f-4497-bd26-2e7f798e98c1,myr-zookeeper-v03.wangjin.prod,2.0,4.0,SA2,1,CVM,vpc_prod,myr-zookeeper-v03.wangjin.prod,myr-zookeeper-v03.wangjin.prod_系统盘,50,0,cbsPremium,6572.194444444444,4.256873444097397,0.0004960317460317,0,27977.0,2016.0,414,infra-coordination,myr-zookeeper-v03.wangjin.prod_系统盘_vpc_prod,6670.867063492064,6670.867063492064,6670.867063492064,6670.867063492064,0,0.0,13503.298946270883
283,79c98ac0-83fd-402f-9fb5-196c6c097aaf,emr-Router.1_emr-qx9xe1ih,4.0,8.0,SA3,1,CVM,大数据,emr-Routeremr-qx9xe1ih,emr-router_DATA_DISK_1,100,1,cbsPremium,6.088293650793651,7.2269838683395795,0.0009920634920634,0,44.0,2016.0,562,compute-simulation,emr-Routeremr-qx9xe1ih_emr-router_DATA_DISK_1_大数据_emr-Router.1_emr-qx9xe1ih,876.2911706349206,876.2911706349206,876.2911706349206,876.2911706349206,1,0.0,211056.5982142857
22561,10af865a-9cd8-4604-a86d-df1619f7d52e,内廷世家管理接口,8.0,16.0,SA2,0,CVM,默认项目,内廷世家管理接口,内廷管理接口数据盘,500,1,cbsPremium,2561.183035714286,64.72126266983902,0.0019841269841269,1,165763.0,2016.0,529,infra-database,内廷管理接口数据盘_默认项目_内廷世家管理接口,,,,,0,0.0,13503.298946270883
11896,1261165b-0d37-413e-aa75-5fbe9aae7a55,p-qcbj7-pe-data-zk-4,4.0,8.0,S6,1,CVM,默认项目,p-qcbj7-pe-data-zk,p-qcbj7-pe-data-zk-4_系统盘,100,0,cbsPremium,3168.7435515873017,7.81918750969563,0.0014880952380952,0,24777.0,2016.0,560,infra-coordination,p-qcbj7-pe-data-zk-4_系统盘_默认项目,6680.162698412699,101555.3621031746,33946.81001984127,6680.162698412699,0,0.0,13503.298946270883
6682,f896bee7-5023-4816-a4da-a35b2b296d3d,controller,2.0,8.0,S5,0,CVM,cls-qzbop3mb,controller,cls-qzbop3mb/pvc-66c51e2e-7407-4fa1-b473-c5b97768f846,10,1,cbsPremium,1999.0530753968253,1.2195774239340995,0.0009920634920634,0,2438.0,2016.0,414,infra-node,controller_cls-qzbop3mb/pvc-66c51e2e-7407-4fa1-b473-c5b97768f846,14442.945932539682,14442.945932539682,14442.945932539682,14442.945932539682,0,0.0,13503.298946270883
16997,95daf3d3-05c9-454c-83f4-1220ad9af76c,emr-Common.3_emr-nvqnrnk4,2.0,8.0,SA3,1,CVM,prod,emr-Common-emr-nvqnrnk,emr-common3_系统盘,50,0,cbsPremium,6816.99503968254,4.062053711174409,0.0009920634920634,0,27691.0,2016.0,407,compute-simulation,emr-Common-emr-nvqnrnk_emr-common3_系统盘_prod_emr-Common.3_emr-nvqnrnk4,,14403.134424603177,14403.134424603177,,0,0.0,13503.298946270883
23350,b2e26dc2-a2aa-4601-9e8a-73e1f127037c,vm-cdwdoris-3l7x2q15,8.0,32.0,S5,0,CVM,cdwdoris,vm-cdwdoris-3l7x2q,vm-cdwdoris-3l7x2q15_数据盘_4,100,1,cbsHSSD,37563.02182539683,5.393362678372848,0.0004960317460317,0,202591.0,2016.0,520,infra-database,vm-cdwdoris-3l7x2q15_数据盘_4,41354.802083333336,41354.802083333336,41354.802083333336,41354.802083333336,0,0.0,13503.298946270883
22268,10e3536a-aa73-4baf-8df0-501af8d140c4,tla010082002143_新C云平台_周全,32.0,128.0,S6,1,CVM,1286-新C云平台,tla010082002143_新C云平台_周全,[数据盘]tla010082002143_新C云平台_周全_1,500,1,cbsssd,3079.6656746031745,290.3789224183336,0.0,1,894270.0,2016.0,704,iot-saas-platform,[数据盘]tla010082002143_新C云平台_周全_1_1286-新C云平台,460.1458333333333,460.1458333333333,460.1458333333333,460.1458333333333,0,0.0,13503.298946270883
9514,03a8ac8f-c418-44ad-907e-21c970f9236b,p-qcbj7-pe-k8s-app01-node-17,48.0,192.0,S6,1,CVM,默认项目,p-qcbj7-pe-k8s-app01-node,p-qcbj7-pe-k8s-app01-node-17_系统盘,50,0,cbsssd,3632.280257936508,6.885757216930366,0.0,0,25011.0,2016.0,436,infra-node,默认项目_p-qcbj7-pe-k8s-app01-node-17_系统盘,,,4.141369047619048,,0,0.0,13503.298946270883
6084,f2abe4e0-a70e-452d-8096-3c3b5ce4c6d8,堡垒机_老堡垒机配置存储,2.0,2.0,S5,1,CVM,系统运维部,堡垒机_老堡垒机配置存储,安全平台_堡垒机_数据盘_1,2500,1,cbsPremium,1076.283234126984,28.582624930465524,0.0004960317460317,1,30763.0,2016.0,662,infra-jumpbox,系统运维部_堡垒机_老堡垒机配置存储_安全平台_堡垒机_数据盘_1,,,,,0,0.0,13503.298946270883
