description,business_type
CC_资源运营服务_656560_19,infra-logging-monitoring
CC_资源运营服务_656560_Untitled,office-system
CC_资源运营服务_656560__grpc_gmatrix,generic-unknown
CC_资源运营服务_656560_grpc_gmatrix_2,office-system
CC_资源运营服务_656560_qq飞车android_27,game-service
CC_资源运营服务_656560_qq飞车android_系统盘,game-service
CC_资源运营服务_656560_sr-server,office-system
CC_资源运营服务_656560_数据盘,infra-node
CC_资源运营服务_656560_数据盘_21,infra-node
CC_资源运营服务_656560_系统盘,office-system
CC店铺纹堃办公专营店,ecommerce-retail
CD-zy-server_Untitled,generic-unknown
CDMA1APPS_1,iot-saas-platform
CDMA1MIDS_0,data-collection-delivery
CDMZ1APPS,corp-website-portal
CDMZ1ELKS_FROM_snap-qpjuhaqc,infra-logging-monitoring
CDMZ1RDSS,infra-jumpbox
CDMZ1RDSS_1,infra-node
CDMZ1RDSS_FROM_snap-1258xk54,generic-unknown
CDN-后台从库_龙之法则,infra-database
CDN@s,data-collection-delivery
CDN源服务器_mnt_三九_内部,data-collection-delivery
CDN源服务器_三九_内部,data-collection-delivery
CDN源站_棋牌,game-service
CDW2030_CadiwareERP,office-system
CEEU,generic-unknown
CFG_系统盘,generic-unknown
CFQ_未命名4_系统盘_0,generic-unknown
CFWT_AOS_GMT_live_炎之轨迹,game-service
CFYun,infra-cloud-function
CGH,generic-unknown
CG_Server_Untitled,media-video-streaming
CHENPU,generic-unknown
CHINT_ESS,iot-saas-platform
CI图片压缩测试,dev-test-env
CLB_系统盘_2,infra-node
CLD1-107-wind01_数据盘_CLD1-107wind,infra-node
CLD1-510mysql,infra-database
CLD1-510ng_11,generic-unknown
CLD104-分布式_7,infra-node
CLD112-数据采集服务、数据分析服务、API接口服务,data-collection-delivery
CLD113时序数据库服务,infra-database
CLD114大文件服务,data-collection-delivery
CMDB_test,dev-test-env
CMS后台管理_数据收集与分析,data-collection-delivery
CMYH,generic-unknown
CN,generic-unknown
CN-Medium,infra-node
CN-SQL,infra-database
CN0015VM0018_Aries_CVM_PROD_Changshu_系统盘,generic-unknown
CNBJDC-GW,infra-node
CNIGCC,gov-public-service
CNSH,generic-unknown
CN_Untitled,generic-unknown
CN_数据备份盘,infra-node
COAM-1_TCS-Instance-t.cs.,dev-test-env
COCO玩具,ecommerce-retail
COWeb,corp-website-portal
CP,generic-unknown
CPF,finance-payment
CPU,compute-simulation
CP_TeadryDisk,infra-node
CQCL,generic-unknown
CQ服务器,game-service
CRCC_RDCMS_Server,office-system
CRM&ERP,office-system
CRM中外运_网络媒体综合管理平台,office-system
CRM手机端-m,office-system
CRM系统,office-system
CRM系统,office-system
CS-qa_系统盘,dev-test-env
CSG压测_csg-test_0,dev-test-env
CSH2-CASS_1,infra-database
CSH2-ZOO,infra-coordination
CSOS,generic-unknown
CSXL_IT2013SE,dev-test-env
CS_SH_External-Job_NODE,infra-node
CS_SH_External_NODE,infra-node
CT,generic-unknown
CTM/CKS,office-system
CTS-new,dev-test-env
CTX-New,dev-test-env
CU802_C,infra-node
CVM,generic-unknown
CVM-App,generic-unknown
CVM-SH-2-ZXWeb_数据盘_2_CVM-SHZXWeb,corp-website-portal
CVM-SH-2-ZXWeb_系统盘_CVM-SHZXWeb,corp-website-portal
CVM-SHZXDB,infra-database
CVM-SHZXEL,infra-logging-monitoring
CVM-SHZXWeb,corp-website-portal
CVM-SHZXWeb,corp-website-portal
CVM-SHZXWeb_1,corp-website-portal
CVM-Service,infra-node
CVM002-系统盘_腾讯云服务器,generic-unknown
CVM4M,generic-unknown
CVN,generic-unknown
CW,generic-unknown
CW_系统盘_0,generic-unknown
CXL,generic-unknown
CYN.SKI,travel-hospitality
C_XLD,generic-unknown
C_activity-cvm,ecommerce-retail
C_hnhiyi,generic-unknown
C_liduo,generic-unknown
C_ys2.wtorg.com.new,corp-website-portal
C_亮亮,generic-unknown
Campari_Web_Server_系统盘,corp-website-portal
Candy运维内网维护服务器,infra-jumpbox
CannyS,ai-machine-learning
Captain_Disk_captain,infra-node
CaptianY,game-service
CarPark_2,logistics-mobility
CarmelTop,generic-unknown
CauseServer,community-social-forum
CebBankServer,finance-payment
CenOS-Anew,generic-unknown
Cent,generic-unknown
CentOS,generic-unknown
CentOS,generic-unknown
CentOS-1GB-sh,generic-unknown
CentOS-7.6-x,generic-unknown
CentOS-Nginx,corp-website-portal
CentOS-rabbitmq,infra-message-queue
CentOS7,generic-unknown
CentOS_7.,generic-unknown
CentOS_7.6_64位,generic-unknown
CentOS_8_My_Server,personal-use
CentOS_Untitled,generic-unknown
CentOS_我的磁盘,personal-use
CentOS_深度学习型,ai-machine-learning
CentOs7.,generic-unknown
CentSO,generic-unknown
Cent_OS,generic-unknown
Centos,generic-unknown
Centos,generic-unknown
CentosWP,corp-website-portal
Centos_1_activity-cvm,generic-unknown
Centos_7.,generic-unknown
Centos_Untitled,generic-unknown
Ceportal-tmp_0,dev-test-env
CgameIOS_Zone_Cgame_2_ios_数据盘_1,game-service
CgameMaiLiang_Cgame_4_MaiLiang_数据盘,game-service
Cgame_5_play800_OSS_数据盘_Cgameplay800_OSS,game-service
Cgame_SDK_WEB,dev-test-env
Cgame_Svr,game-service
Cgame_Svr_0,game-service
Cgamehunfu_6,game-service
Changepeng,finance-payment
ChannPhotoDisk,data-collection-delivery
ChariticeServer_System-CentOS7.7,game-service
Chartserver_系统盘,infra-logging-monitoring
Chay,generic-unknown
CheapGoods,ecommerce-retail
Cheapw_Cloud_Server,generic-unknown
Chen,generic-unknown
ChenLei,personal-use
ChenPlus,generic-unknown
ChenT,generic-unknown
Chensj,generic-unknown
Chihiro,generic-unknown
China,generic-unknown
Chinajey.com,corp-website-portal
Chongkezhan,finance-payment
Circleli,community-social-forum
Claivo,generic-unknown
Clouchi,generic-unknown
CloudAyohey,generic-unknown
CloudSH_Server,generic-unknown
CloudServer,generic-unknown
Cloud_Disk_service,infra-node
Cloudy,generic-unknown
Cm,generic-unknown
CodePi,dev-test-env
Coffee_cloud_System_disk,infra-node
Coffee_cloud_data_disk,iot-saas-platform
CoinSaaS,finance-payment
Collbychen,personal-use
Colorful,generic-unknown
Connect-前端--数据服务JavaApi-正式-online-formal,iot-saas-platform
Connect-前端-mobike-数据服务java-server1-online-formal_0,logistics-mobility
Connect-前端-产品摩拜1-正式-online-formal,logistics-mobility
Conten,generic-unknown
ContextBase_Meng,infra-database
CosmicLab-SH,compute-simulation
Coupon,ecommerce-retail
Cplzsy_系统盘,infra-node
CrazyDbg服务器,dev-test-env
Create-SH_disk0,generic-unknown
CreateThinkSystem,ai-machine-learning
CreateThink_data,ai-machine-learning
CrossFire_15,game-service
Cs,game-service
Csy-user,office-system
Ctrsart_系统盘,generic-unknown
Cube_1058,game-service
Cube_1058_31,generic-unknown
Cube_1058_cube-idctest,dev-test-env
Cube_1058_cube-idctest_1,dev-test-env
Cube_1058_cube-prod-fcgi,corp-website-portal
Cube_1058_cube-prod-manage_platform,office-system
Cube_1058_cube-prod-manage_platform_4,infra-logging-monitoring
C方案,dev-test-env
C盘,generic-unknown
C盘_Robot测试服务器,dev-test-env
C盘_activity-cvm,generic-unknown
C盘_wawa,generic-unknown
C盘_信息系统,office-system
C盘_孤星,game-service
C盘_熊大寻,generic-unknown
C盘_系统盘_activity-cvm,generic-unknown
C盘_腾讯云-上海2区,generic-unknown
C盘_陈龙,personal-use
C端[基础功能]_936875_1,ecommerce-retail
C端[基础功能]_936875_系统盘,ecommerce-retail
D,generic-unknown
D-SERVER-SH,dev-test-env
D24-D_系统盘,dev-test-env
D7/EU,generic-unknown
D:_十字街头,game-service
D:_工具智能制造,office-system
DASB_BASE_2129pLfK1_系统盘_堡垒机,infra-jumpbox
DASB_BASE_2143Kajq,infra-database
DATA,data-collection-delivery
DATA,data-collection-delivery
DATAPAN1,data-collection-delivery
DATA_DISK_tc-sh-ubuntu,generic-unknown
DATA_activity-cvm,generic-unknown
DATA_u672au547du540d,generic-unknown
DATA_星悦汽配,data-collection-delivery
DB,infra-database
DB,infra-database
DB-HOST-DATA,infra-database
DB-LIST,infra-database
DB1_sys_wjDB1_31.,infra-database
DBA平台数据库生产环境_1963,infra-database
DBServer,infra-database
DBServer,infra-database
DBServer_系统盘,infra-database
DB_(WinSRV),infra-database
DB_BAK,infra-database
DCS-Server,game-service
DC_Ryan,dev-test-env
DDD_activity-cvm,generic-unknown
DDZ_ddz001,game-service
DELL!!!!,generic-unknown
DEMO主机_佳能打印宝典_数据盘,dev-test-env
DERP,generic-unknown
DES-PLATFORM,iot-saas-platform
DES-PSO,ai-machine-learning
DEV,dev-test-env
DEV,dev-test-env
DEVOPS_prdshes,dev-test-env
DEVOPS_prdshhelm_disk1,infra-node
DEVOPS_prdshjenkins_disk1,infra-node
DEVOPS_prdshkibana,infra-logging-monitoring
DEV_Untitled,dev-test-env
DEV_WMS,dev-test-env
DEV_WMS_2_多点,dev-test-env
DF,generic-unknown
DFMes,iot-saas-platform
DF_LinuxOnlyOffice,office-system
DIAMARAY,generic-unknown
DIANJIAGONG_电加工,generic-unknown
DIFFUSE,ai-machine-learning
DISK-hamlin_VPC-hamlin,infra-node
DIskC_Simon,personal-use
DKG数据科学,ai-machine-learning
DLProxySH,data-collection-delivery
DL_SERVER_01_系统盘,ai-machine-learning
DM-C_DM/R???D?shift123_1?,generic-unknown
DM-DATA_DM/R???D?shift123_1?,data-collection-delivery
DMLT_SDK_WEB_2服_tgame_4测,dev-test-env
DMLT_SDK_WEB_3服,dev-test-env
DMOYGS,generic-unknown
DMXSJ-TX01-Server_游斐,game-service
DNAFCSRAP_Untitled,generic-unknown
DNAFCTRAPP,compute-simulation
DNAFDGSAPP,generic-unknown
DNAFDHIAPP,generic-unknown
DNAFEXPAPP,dev-test-env
DNAFFVSAPP,generic-unknown
DNF,game-service
DNFServer,game-service
DNF_19,game-service
DNF_19_1,game-service
DNS,infra-node
DNS-SH_Tecent-SH-SYS,infra-node
DNS服务器-主,infra-node
DOD,gov-public-service
DONLY-PLAY_DISK,game-service
DO_Pulse_p-qcsh2-data-art,data-collection-delivery
DO_Pulse_p-qcsh2-pulse-bi,infra-logging-monitoring
DP,generic-unknown
DST_SERVER_200M,game-service
DST_server,game-service
DTEX_应用备用测试人脸h,dev-test-env
DTLA0JPSS,generic-unknown
DTLA1JOBS,local-service-delivery
DUKE,education-learning
DY-hzbtss,media-video-streaming
DYH_E,media-video-streaming
DZG,gov-public-service
D_EQU-Shanghai,dev-test-env
D_ERPserver,dev-test-env
D_PHL,dev-test-env
D_Untitled,generic-unknown
D_activity-cvm,generic-unknown
D_activity-cvm,generic-unknown
D_whpd,dev-test-env
D_windows-4GB-sh,dev-test-env
D_zbrj,dev-test-env
D_zealetech,dev-test-env
D_三年服务器,generic-unknown
D_飞哥的主机,personal-use
Dafeng,logistics-mobility
Daosh,generic-unknown
Data0_wunion-server,data-collection-delivery
DataBackup_系统盘,infra-node
DataBase,infra-database
DataDisk_activity-cvm,generic-unknown
DataDisk_test,dev-test-env
DataPlants,data-collection-delivery
Data_0_yjmtxs,data-collection-delivery
Data_Janny_系统盘,data-collection-delivery
Data_activity-cvm,generic-unknown
Data_jiyulin-cvm-base,data-collection-delivery
Data_zitiweb_98ps,data-collection-delivery
Data_永峰,data-collection-delivery
David_Server,personal-use
Dawawa-SH,game-service
Db_WP_Slave,infra-database
DcTencentYun,infra-node
DeerSmark_02,generic-unknown
Delta-mind_系统盘,ai-machine-learning
Demeter_1128233_系统盘,generic-unknown
DemoPC,dev-test-env
Demon,game-service
Deng,generic-unknown
Dengzy,personal-use
Dercyc,generic-unknown
Dev,dev-test-env
DevOps-code,dev-test-env
Dev_Env_Global,dev-test-env
DianAI,ai-machine-learning
Ding,office-system
Discuz!Q_链,community-social-forum
Disk-01_activity-cvm,generic-unknown
Disk_d1ap03,infra-node
DjServer,media-video-streaming
Django,generic-unknown
DjangoX,generic-unknown
Donald,generic-unknown
DopServer,generic-unknown
Doris-CentOS_dorisFeng,infra-database
DotArrayWave,compute-simulation
DownHub,data-collection-delivery
DrVitamins,ecommerce-retail
Dragon-YC,iot-saas-platform
Drawinds,media-video-streaming
Dreams,generic-unknown
DuckPrime,generic-unknown
Dzj,local-service-delivery
Dzyu_VM_nirvana,game-service
D云盘,iot-saas-platform
D哒校园,education-learning
D版,dev-test-env
D盘,generic-unknown
D盘-数据盘_activity-cvm,generic-unknown
D盘_activity-cvm,generic-unknown
D盘_xxpp,generic-unknown
D盘_zqq,generic-unknown
D盘_长久1号,generic-unknown
E12-企业云端-我淘_E5-企业云端-我淘_系统盘,ecommerce-retail
EAMSystem_activity-cvm,office-system
EASMA_备份20200107,office-system
EASON,generic-unknown
EA_SERVER,game-service
EBS-SH-2-001-DATA_EBS-SH-R,infra-database
EBS-SH-2-001-SYS_EBS-SH-R,office-system
ECGAI_ecgai系统盘,ai-machine-learning
ECHO,iot-saas-platform
ECOM_QA_inf02-data02_sh2-ecomqa-inf,dev-test-env
ECS-kz98v_Untitled,generic-unknown
EDWIN-PC,personal-use
EJAVA不退-密云--hong2019....-serverone2019....证书服务器-购物车服务_密云1数据盘,ecommerce-retail
EMAQA2服,dev-test-env
EMP_SESSIONARCHIVE_NODE_001_系统盘,office-system
EMS测试-tinykubeK8s集群-Agent_EMS测试-tinykube集群-高配置-验证多应用_系统盘_1,dev-test-env
EPG,media-video-streaming
EQU-Shanghai,finance-payment
ER,office-system
ERP,office-system
ERPV,office-system
ERP_Su,office-system
ERP_系统盘,office-system
ERP数据服务器,office-system
ERP数据组,office-system
ERP系统,office-system
ES,infra-logging-monitoring
ES-DATA-es-0bq6vxl5-{R:4}_系统盘,infra-logging-monitoring
ES-DATA-es-0e9n7cuf-{R:1}_数据盘_0,infra-logging-monitoring
ES-DATA-es-0e9n7cuf-{R:1}_系统盘_2,infra-logging-monitoring
ES-DATA-es-0yitm7b,infra-logging-monitoring
ES-DATA-es-11xf7cu9-{R:6}_数据盘_2,infra-logging-monitoring
ES-DATA-es-11xf7cu9-{R:6}_系统盘,infra-logging-monitoring
ES-DATA-es-11xf7cu_1,infra-logging-monitoring
ES-DATA-es-1n5qtt5t,infra-logging-monitoring
ES-DATA-es-1z6mffok,infra-logging-monitoring
ES-DATA-es-1z6mffok_0,infra-logging-monitoring
ES-DATA-es-2u0xicm,infra-logging-monitoring
ES-DATA-es-2x28xn1n-{R:1}_数据盘_2,infra-logging-monitoring
ES-DATA-es-33fh2elq,infra-logging-monitoring
ES-DATA-es-35llztot,infra-logging-monitoring
ES-DATA-es-35llztot_28,infra-logging-monitoring
ES-DATA-es-36vebmti,infra-logging-monitoring
ES-DATA-es-37wyjd9g-{R:1}_系统盘_1,infra-logging-monitoring
ES-DATA-es-3diy,infra-logging-monitoring
ES-DATA-es-3diy_7,infra-logging-monitoring
ES-DATA-es-3ne7ihpp-{R:9}_系统盘,infra-logging-monitoring
ES-DATA-es-45mkqcpx,infra-logging-monitoring
ES-DATA-es-4drg198i-{R:1}_系统盘,infra-logging-monitoring
ES-DATA-es-4wklozwt,infra-logging-monitoring
ES-DATA-es-4wq41tz_2,infra-logging-monitoring
ES-DATA-es-50oms37p-{R:34}_数据盘_22,infra-logging-monitoring
ES-DATA-es-50oms37p-{R:34}_系统盘,infra-logging-monitoring
ES-DATA-es-53h4tnia-{R:1}_系统盘,infra-logging-monitoring
ES-DATA-es-5ad7wyhw-{R:1}_系统盘_0,infra-database
ES-DATA-es-5pcibsfa-{R:1}_系统盘_2,infra-logging-monitoring
ES-DATA-es-60gr8135-{R:1}_系统盘,infra-logging-monitoring
ES-DATA-es-66yc7pxp-{R:1}_数据盘_1,infra-logging-monitoring
ES-DATA-es-6beb1lhj,infra-logging-monitoring
ES-DATA-es-6beb1lhj_35,infra-logging-monitoring
ES-DATA-es-6duffm9x-{R:1}_系统盘,infra-logging-monitoring
ES-DATA-es-6rd2p8tq-{R:1}_数据盘_1,infra-logging-monitoring
ES-DATA-es-6xqo6dhd-{R:1}_系统盘_1,infra-logging-monitoring
ES-DATA-es-757fkx5z-{R:1}_系统盘,infra-logging-monitoring
ES-DATA-es-7awsajs,infra-logging-monitoring
ES-DATA-es-7awsajs1-{R:37}_数据盘_3,infra-logging-monitoring
ES-DATA-es-7awsajs_0,infra-logging-monitoring
ES-DATA-es-7g96nk8z-{R:8}_系统盘,infra-logging-monitoring
ES-DATA-es-7pntte2s-{R:1}_数据盘_0,infra-logging-monitoring
ES-DATA-es-7pntte2s-{R:1}_系统盘,infra-logging-monitoring
ES-DATA-es-8bsfgpdv,infra-logging-monitoring
ES-DATA-es-8jslo90u,infra-logging-monitoring
ES-DATA-es-8jslo90u_0,infra-logging-monitoring
ES-DATA-es-8n8d00bl-{R:1}_系统盘,infra-logging-monitoring
ES-DATA-es-8rxjn8nm-{R:2}_数据盘,infra-logging-monitoring
ES-DATA-es-99p26olr,infra-logging-monitoring
ES-DATA-es-99p26olr_7,infra-logging-monitoring
ES-DATA-es-9isyekv_0,infra-logging-monitoring
ES-DATA-es-9iti9rt3-{R:1}_系统盘,infra-logging-monitoring
ES-DATA-es-9pp1aj_9,infra-logging-monitoring
ES-DATA-es-a2j4elid,infra-logging-monitoring
ES-DATA-es-ac4f9gat-{R:1}_数据盘_1,infra-logging-monitoring
ES-DATA-es-admqiqp7-{R:41}_数据盘_19,infra-logging-monitoring
ES-DATA-es-admqiqp7-{R:41}_系统盘,infra-logging-monitoring
ES-DATA-es-aem6rpup-{R:1}_系统盘,infra-logging-monitoring
ES-DATA-es-amfm1ttv,infra-logging-monitoring
ES-DATA-es-amfm1ttv-{R:21}_系统盘,infra-logging-monitoring
ES-DATA-es-amg4rhm,infra-logging-monitoring
ES-DATA-es-amg4rhm_Untitled,infra-database
ES-DATA-es-atnaa13b,infra-database
ES-DATA-es-atnaa13b_2,infra-logging-monitoring
ES-DATA-es-bdjq6pe1-{R:1}_系统盘,infra-logging-monitoring
ES-DATA-es-be2mc3gr-{R:4}_系统盘,infra-logging-monitoring
ES-DATA-es-bkhi7lhe,infra-logging-monitoring
ES-DATA-es-boznv1gs,infra-logging-monitoring
ES-DATA-es-brdhl3tv-{R:6}_系统盘,infra-logging-monitoring
ES-DATA-es-c5hs00rv,infra-logging-monitoring
ES-DATA-es-c5hs00rv-{R:16}_数据盘_10,infra-logging-monitoring
ES-DATA-es-c5hs00rv-{R:16}_系统盘,infra-logging-monitoring
ES-DATA-es-cg231sz,infra-logging-monitoring
ES-DATA-es-d13jygap,infra-logging-monitoring
ES-DATA-es-dcud8iqr-{R:1}_系统盘,infra-logging-monitoring
ES-DATA-es-dcud8iqr-{R:21}_数据盘_10,infra-logging-monitoring
ES-DATA-es-dl0hcrl,infra-logging-monitoring
ES-DATA-es-dl0hcrl_1,infra-logging-monitoring
ES-DATA-es-dnhck0hb,infra-logging-monitoring
ES-DATA-es-eaq6enoi-{R:9}_数据盘_0,infra-logging-monitoring
ES-DATA-es-ej9ngr0s,infra-logging-monitoring
ES-DATA-es-eqnrit2j,infra-logging-monitoring
ES-DATA-es-eqnrit2j_0,infra-logging-monitoring
ES-DATA-es-evljqwhz_14,infra-logging-monitoring
ES-DATA-es-f20uvdpk-{R:1}_系统盘_2,infra-logging-monitoring
ES-DATA-es-f4gzbbxl-{R:4}_系统盘,infra-logging-monitoring
ES-DATA-es-f5zx8vvk_0,infra-logging-monitoring
ES-DATA-es-frn93pfm,infra-logging-monitoring
ES-DATA-es-g0c1xwn5-{R:1}_系统盘,infra-logging-monitoring
ES-DATA-es-gjrehyvf,infra-logging-monitoring
ES-DATA-es-gju2s0ff-{R:11}_数据盘_14,infra-logging-monitoring
ES-DATA-es-gju2s0ff-{R:11}_系统盘,infra-logging-monitoring
ES-DATA-es-gklej4ff,infra-logging-monitoring
ES-DATA-es-gy51juv,infra-logging-monitoring
ES-DATA-es-h396proh-{R:1}_系统盘,infra-logging-monitoring
